id,time,entity_id,traj_id,coordinates,current_dis,speeds,holidays
201846,2013-10-17T20:53:19Z,4274,8429,"[116.40844,39.94389]",2.664219094036385,27.72,0
201847,2013-10-17T20:54:30Z,4274,8429,"[116.40834,39.946758]",2.983663243200575,23.2525,0
201848,2013-10-17T20:56:19Z,4274,8429,"[116.408112,39.955013]",3.902613001475405,47.1975,0
201849,2013-10-17T20:57:19Z,4274,8429,"[116.407997,39.958496]",4.290059667373456,25.3775,0
201850,2013-10-17T20:58:55Z,4274,8429,"[116.40786,39.961559]",4.630916457384221,22.74,0
201851,2013-10-17T20:59:54Z,4274,8429,,,13.99,0
201937,2013-10-17T22:30:00Z,4274,8433,"[116.350594,39.889999]",0.0,49.165,0
201938,2013-10-17T22:31:53Z,4274,8433,"[116.353653,39.898319]",1.0083819804763667,43.440000000000005,0
201939,2013-10-17T22:32:42Z,4274,8433,"[116.356789,39.903107]",1.6042496820968566,39.1575,0
201940,2013-10-17T22:33:30Z,4274,8433,"[116.356522,39.908688]",2.2252846299671956,31.51,0
201941,2013-10-17T22:33:42Z,4274,8433,"[116.356659,39.910679]",2.4469955654777142,40.75,0
201942,2013-10-17T22:34:00Z,4274,8433,"[116.356735,39.91386]",2.8007878384877407,36.572500000000005,0
201943,2013-10-17T22:34:18Z,4274,8433,"[116.356651,39.916794]",3.1271325302665645,52.6625,0
201944,2013-10-17T22:34:42Z,4274,8433,"[116.356506,39.920246]",3.5112002434038465,36.82,0
201945,2013-10-17T22:35:17Z,4274,8433,"[116.3563,39.924641]",4.000247745176645,48.4525,0
201946,2013-10-17T22:35:42Z,4274,8433,"[116.356155,39.928238]",4.400439959036729,47.5025,0
201947,2013-10-17T22:35:54Z,4274,8433,"[116.356079,39.93021]",4.619825625225798,43.7375,0
201948,2013-10-17T22:36:18Z,4274,8433,"[116.355896,39.934258]",5.070240838694335,41.75,0
201949,2013-10-17T22:36:42Z,4274,8433,"[116.355774,39.937893]",5.474593157513146,40.004999999999995,0
201950,2013-10-17T22:36:53Z,4274,8433,"[116.355736,39.939693]",5.67478259199188,41.9025,0
201951,2013-10-17T22:37:42Z,4274,8433,,,49.925,0
202487,2013-10-17T07:15:00Z,4276,8448,"[116.508575,39.873253]",0.0,21.3625,0
202488,2013-10-17T07:15:51Z,4276,8448,"[116.506424,39.874371]",0.2218801846807497,24.2025,0
202489,2013-10-17T07:16:15Z,4276,8448,"[116.504204,39.875507]",0.4496299593934441,44.99,0
202490,2013-10-17T07:16:39Z,4276,8448,"[116.501442,39.876953]",0.7349619961460627,32.67,0
202491,2013-10-17T07:17:26Z,4276,8448,"[116.498749,39.878338]",1.0116159914455212,16.775,0
202492,2013-10-17T07:18:26Z,4276,8448,"[116.494995,39.880272]",1.3974698126268312,33.7825,0
202493,2013-10-17T07:19:15Z,4276,8448,"[116.490761,39.882534]",1.837714012046284,38.95,0
202494,2013-10-17T07:19:38Z,4276,8448,"[116.487274,39.884171]",2.1867242333556787,50.24750000000001,0
202495,2013-10-17T07:20:15Z,4276,8448,"[116.481705,39.884472]",2.663102424040624,37.3125,0
202496,2013-10-17T07:21:26Z,4276,8448,"[116.479088,39.884506]",2.886460522037237,15.614999999999998,0
202497,2013-10-17T07:24:26Z,4276,8448,"[116.477402,39.887138]",3.300469587635524,30.495,0
202498,2013-10-17T07:25:15Z,4276,8448,"[116.47744,39.889896]",3.60722417232609,15.465,0
202499,2013-10-17T07:25:39Z,4276,8448,"[116.47757,39.891968]",3.837906101421792,22.0275,0
202500,2013-10-17T07:28:26Z,4276,8448,"[116.477539,39.894314]",4.099055701595924,27.709999999999997,0
202501,2013-10-17T07:29:03Z,4276,8448,,,49.77,0
203028,2013-10-17T05:00:00Z,4278,8475,"[116.515144,39.976074]",0.0,29.152499999999996,0
203029,2013-10-17T05:00:22Z,4278,8475,"[116.513237,39.974865]",0.2109379025768447,36.11,0
203030,2013-10-17T05:00:45Z,4278,8475,"[116.510269,39.973167]",0.5265763702760967,40.915,0
203031,2013-10-17T05:01:28Z,4278,8475,"[116.505226,39.971634]",0.9917365539907146,36.5975,0
203032,2013-10-17T05:02:00Z,4278,8475,"[116.502861,39.970867]",1.2716187057526225,41.4325,0
203033,2013-10-17T05:02:54Z,4278,8475,"[116.503014,39.968449]",1.542049157724087,36.5975,0
203034,2013-10-17T05:03:16Z,4278,8475,"[116.503204,39.965412]",1.880173646862256,34.185,0
203035,2013-10-17T05:03:49Z,4278,8475,"[116.50148,39.964684]",2.118547443231245,24.7325,0
203036,2013-10-17T05:04:22Z,4278,8475,"[116.498253,39.963871]",2.415501281729005,29.3175,0
203037,2013-10-17T05:04:55Z,4278,8475,"[116.495407,39.962994]",2.6969825518892887,26.675,0
203038,2013-10-17T05:05:35Z,4278,8475,"[116.493195,39.961224]",2.9712734139312764,37.7025,0
203039,2013-10-17T05:06:12Z,4278,8475,"[116.489304,39.958858]",3.3995912006071443,52.4375,0
203040,2013-10-17T05:07:07Z,4278,8475,"[116.487556,39.957623]",3.6107444758004186,67.58,0
203041,2013-10-17T05:07:29Z,4278,8475,"[116.488678,39.955456]",3.8701894496355913,75.95,0
203042,2013-10-17T05:07:51Z,4278,8475,,,76.31750000000001,0
203480,2013-10-17T23:45:00Z,4278,8490,"[116.468117,39.951221]",0.0,16.425,0
203481,2013-10-17T23:45:21Z,4278,8490,"[116.470497,39.952042]",0.2224850280797352,26.84,0
203482,2013-10-17T23:46:50Z,4278,8490,"[116.476387,39.953865]",0.7639537400585206,24.6525,0
203483,2013-10-17T23:47:33Z,4278,8490,"[116.480446,39.955181]",1.1396334826002432,55.6875,0
203484,2013-10-17T23:47:55Z,4278,8490,"[116.483391,39.956051]",1.408664952536456,35.1925,0
203485,2013-10-17T23:48:18Z,4278,8490,"[116.486359,39.957195]",1.6920691142392428,49.440000000000005,0
203486,2013-10-17T23:48:50Z,4278,8490,"[116.488594,39.955654]",2.0166313417738926,66.8075,0
203487,2013-10-17T23:49:23Z,4278,8490,"[116.489777,39.950668]",2.582010555950257,68.285,0
203488,2013-10-17T23:49:34Z,4278,8490,"[116.489815,39.948631]",2.808551756002416,69.1375,0
203489,2013-10-17T23:49:56Z,4278,8490,"[116.489799,39.944607]",3.2560298209896947,66.9675,0
203490,2013-10-17T23:50:19Z,4278,8490,"[116.48983,39.940659]",3.695064192123648,68.94749999999999,0
203491,2013-10-17T23:51:13Z,4278,8490,"[116.489807,39.930649]",4.808195795407076,63.355,0
203492,2013-10-17T23:51:35Z,4278,8490,"[116.489799,39.926689]",5.248555395551425,65.9925,0
203493,2013-10-17T23:52:08Z,4278,8490,"[116.489769,39.920692]",5.915437412488648,59.8325,0
203494,2013-10-17T23:52:30Z,4278,8490,,,39.4075,0
204127,2013-10-17T16:30:00Z,4289,8529,"[116.547447,39.941444]",0.0,52.985,0
204128,2013-10-17T16:30:55Z,4289,8529,"[116.540192,39.941536]",0.6186347228459068,14.392499999999998,0
204129,2013-10-17T16:33:26Z,4289,8529,"[116.539772,39.943085]",0.8651694910752782,14.995,0
204130,2013-10-17T16:34:54Z,4289,8529,"[116.541702,39.940445]",1.201712263223313,14.392499999999998,0
204131,2013-10-17T16:37:01Z,4289,8529,"[116.542351,39.935658]",1.7376359428077748,29.3225,0
204132,2013-10-17T16:37:53Z,4289,8529,"[116.542496,39.933205]",2.0106939751486297,25.6275,0
204133,2013-10-17T16:39:13Z,4289,8529,"[116.542854,39.927841]",2.607961020675481,32.935,0
204134,2013-10-17T16:40:08Z,4289,8529,"[116.543045,39.924561]",2.9730663775234074,29.6425,0
204135,2013-10-17T16:41:24Z,4289,8529,"[116.543373,39.917652]",3.74186858904642,33.385000000000005,0
204136,2013-10-17T16:42:17Z,4289,8529,"[116.543541,39.911736]",4.399894385203118,26.807500000000005,0
204137,2013-10-17T16:43:12Z,4289,8529,"[116.535248,39.909534]",5.148444841927767,47.685,0
204138,2013-10-17T16:44:27Z,4289,8529,"[116.516563,39.907833]",6.753447856919202,48.485,0
204139,2013-10-17T16:45:22Z,4289,8529,"[116.50428,39.908062]",7.801500119874498,46.015,0
204140,2013-10-17T16:46:34Z,4289,8529,"[116.494667,39.908264]",8.621796360030247,40.3725,0
204141,2013-10-17T16:48:33Z,4289,8529,,,33.89,0
204262,2013-10-17T08:00:00Z,4325,8533,"[116.48101,40.021549]",0.0,50.8975,0
204263,2013-10-17T08:00:40Z,4325,8533,"[116.477943,40.022675]",0.2957786863404734,27.865,0
204264,2013-10-17T08:08:04Z,4325,8533,"[116.476082,40.023952]",0.5111314401888309,10.55,0
204265,2013-10-17T08:12:28Z,4325,8533,"[116.471924,40.024124]",0.910078463399186,16.615,0
204266,2013-10-17T08:13:05Z,4325,8533,"[116.470848,40.022045]",1.1587628642525396,36.5375,0
204267,2013-10-17T08:13:52Z,4325,8533,"[116.467812,40.02058]",1.5478510381522668,18.2025,0
204268,2013-10-17T08:15:28Z,4325,8533,"[116.46701,40.016998]",1.954847966014203,44.99250000000001,0
204269,2013-10-17T08:16:10Z,4325,8533,"[116.467155,40.014107]",2.276569422205565,22.5875,0
204270,2013-10-17T08:17:52Z,4325,8533,"[116.467102,40.011024]",2.62519661976525,14.5975,0
204271,2013-10-17T08:20:41Z,4325,8533,"[116.467468,40.005547]",3.25008566626331,31.4925,0
204272,2013-10-17T08:21:04Z,4325,8533,"[116.467583,40.00349]",3.47903738951504,38.0825,0
204273,2013-10-17T08:21:52Z,4325,8533,"[116.467285,40.001652]",3.68788289922116,17.685,0
204274,2013-10-17T08:23:05Z,4325,8533,"[116.464287,40.001198]",3.949648467071799,26.875,0
204275,2013-10-17T08:24:42Z,4325,8533,"[116.462784,39.998943]",4.280061531208782,12.0,0
204276,2013-10-17T08:25:41Z,4325,8533,,,24.4925,0
204582,2013-10-17T17:30:00Z,4325,8547,"[116.334572,39.967529]",0.0,28.7125,0
204583,2013-10-17T17:30:31Z,4325,8547,"[116.341545,39.967606]",0.5943427554938506,35.7925,0
204584,2013-10-17T17:31:07Z,4325,8547,"[116.345016,39.967556]",0.8902588918966092,36.697500000000005,0
204585,2013-10-17T17:32:19Z,4325,8547,"[116.348389,39.967613]",1.1778151250595816,30.275,0
204586,2013-10-17T17:33:43Z,4325,8547,"[116.354019,39.967667]",1.6576911976943305,27.847499999999997,0
204587,2013-10-17T17:34:19Z,4325,8547,"[116.356483,39.96769]",1.8677106431160568,27.847499999999997,0
204588,2013-10-17T17:36:07Z,4325,8547,"[116.360931,39.967674]",2.24680763584131,25.14,0
204589,2013-10-17T17:37:06Z,4325,8547,"[116.364677,39.967712]",2.566215307884991,31.559999999999995,0
204590,2013-10-17T17:37:31Z,4325,8547,"[116.368019,39.967716]",2.8510487287189763,31.9575,0
204591,2013-10-17T17:38:55Z,4325,8547,"[116.370926,39.9678]",3.099082365456696,34.7025,0
204592,2013-10-17T17:39:31Z,4325,8547,"[116.37355,39.967854]",3.3227950351534683,36.155,0
204593,2013-10-17T17:40:31Z,4325,8547,"[116.378517,39.96796]",3.7462914777079375,25.46,0
204594,2013-10-17T17:42:55Z,4325,8547,"[116.380638,39.969002]",3.971531793499028,25.46,0
204595,2013-10-17T17:45:55Z,4325,8547,"[116.381126,39.971943]",4.302039463591856,23.36,0
204596,2013-10-17T17:47:55Z,4325,8547,,,34.385,0
204668,2013-10-17T21:00:00Z,4325,8553,"[116.390732,39.997875]",0.0,25.2325,0
204669,2013-10-17T21:01:00Z,4325,8553,"[116.393608,39.997986]",0.2453285556555534,12.4525,0
204670,2013-10-17T21:01:48Z,4325,8553,"[116.399971,39.998119]",0.787602781673256,25.93,0
204671,2013-10-17T21:02:24Z,4325,8553,"[116.400734,39.996399]",1.0165086052297747,28.5675,0
204672,2013-10-17T21:03:00Z,4325,8553,"[116.401276,39.994652]",1.2207682176446522,30.91,0
204673,2013-10-17T21:04:24Z,4325,8553,"[116.403877,39.99474]",1.4478209716745811,39.432500000000005,0
204674,2013-10-17T21:05:00Z,4325,8553,"[116.406738,39.994881]",1.6920590472074704,18.49,0
204675,2013-10-17T21:07:01Z,4325,8553,"[116.409683,39.994976]",1.9475748774180623,26.3575,0
204676,2013-10-17T21:07:25Z,4325,8553,"[116.412415,39.995045]",2.1804451389608177,24.445,0
204677,2013-10-17T21:09:35Z,4325,8553,"[116.421112,39.993782]",2.9394736249453652,16.1175,0
204678,2013-10-17T21:10:47Z,4325,8553,"[116.423508,39.99358]",3.1459710223271857,18.9625,0
204679,2013-10-17T21:12:02Z,4325,8553,"[116.430801,39.993599]",3.767290860610116,36.3575,0
204680,2013-10-17T21:12:23Z,4325,8553,"[116.434418,39.993591]",4.075437034900636,44.125,0
204681,2013-10-17T21:13:00Z,4325,8553,"[116.438354,39.993637]",4.410797572043943,30.35,0
204682,2013-10-17T21:13:11Z,4325,8553,,,62.35,0
204720,2013-10-17T22:00:00Z,4325,8556,"[116.412743,39.998924]",0.0,16.2375,0
204721,2013-10-17T22:00:52Z,4325,8556,"[116.408646,39.998909]",0.3490145586180723,17.545,0
204722,2013-10-17T22:02:16Z,4325,8556,"[116.407684,39.996574]",0.6415574541737133,30.7975,0
204723,2013-10-17T22:03:52Z,4325,8556,"[116.40757,39.991142]",1.2573276932679025,40.684999999999995,0
204724,2013-10-17T22:04:24Z,4325,8556,"[116.406013,39.988819]",1.5615849111679865,52.0375,0
204725,2013-10-17T22:05:03Z,4325,8556,"[116.399445,39.988319]",2.130587670113996,60.272499999999994,0
204726,2013-10-17T22:05:23Z,4325,8556,"[116.394958,39.988167]",2.5132543423709053,60.4025,0
204727,2013-10-17T22:05:45Z,4325,8556,"[116.389542,39.988007]",2.975042435338101,59.934999999999995,0
204728,2013-10-17T22:06:07Z,4325,8556,"[116.384537,39.988022]",3.4014740032649136,45.39,0
204729,2013-10-17T22:06:37Z,4325,8556,"[116.377472,39.987667]",4.004709845916926,46.895,0
204730,2013-10-17T22:07:04Z,4325,8556,"[116.369797,39.987392]",4.659342681987638,46.045,0
204731,2013-10-17T22:07:34Z,4325,8556,"[116.362167,39.987186]",5.3098325808922215,58.877500000000005,0
204732,2013-10-17T22:07:44Z,4325,8556,"[116.359734,39.987122]",5.517250046723085,59.9825,0
204733,2013-10-17T22:07:54Z,4325,8556,"[116.357162,39.987022]",5.736670620033437,55.3825,0
204734,2013-10-17T22:08:15Z,4325,8556,,,36.995,0
204794,2013-10-17T23:30:00Z,4325,8560,"[116.323952,39.953251]",0.0,44.0425,0
204795,2013-10-17T23:30:23Z,4325,8560,"[116.323456,39.956562]",0.3706087059692705,27.9475,0
204796,2013-10-17T23:30:47Z,4325,8560,"[116.323547,39.954533]",0.5963704284218357,41.6575,0
204797,2013-10-17T23:31:48Z,4325,8560,"[116.320984,39.95483]",0.8173957902187001,21.93,0
204798,2013-10-17T23:33:59Z,4325,8560,"[116.317894,39.954586]",1.0968070055538144,19.34,0
204799,2013-10-17T23:35:11Z,4325,8560,"[116.314728,39.957039]",1.5130691820854585,39.0425,0
204800,2013-10-17T23:35:31Z,4325,8560,"[116.311455,39.95697]",1.7921623312681334,41.125,0
204801,2013-10-17T23:36:11Z,4325,8560,"[116.308853,39.960522]",2.3539837490509417,60.169999999999995,0
204802,2013-10-17T23:36:59Z,4325,8560,"[116.308487,39.962326]",2.562562105211685,38.4575,0
204803,2013-10-17T23:37:30Z,4325,8560,"[116.308037,39.965195]",2.883897151275973,41.6475,0
204804,2013-10-17T23:38:23Z,4325,8560,"[116.304939,39.971352]",3.6179879512966737,38.5425,0
204805,2013-10-17T23:38:47Z,4325,8560,"[116.301575,39.974018]",4.030390100504613,34.932500000000005,0
204806,2013-10-17T23:38:59Z,4325,8560,"[116.301147,39.975941]",4.247319235649303,57.25,0
204807,2013-10-17T23:39:23Z,4325,8560,"[116.300766,39.980072]",4.707839649665386,53.765,0
204808,2013-10-17T23:40:11Z,4325,8560,,,47.565,0
205129,2013-10-17T18:15:00Z,4347,8580,"[116.428543,39.977219]",0.0,33.775,0
205130,2013-10-17T18:15:54Z,4347,8580,"[116.425095,39.977245]",0.2938317779377117,20.935,0
205131,2013-10-17T18:16:47Z,4347,8580,"[116.420914,39.977173]",0.6502011973903182,19.18,0
205132,2013-10-17T18:18:35Z,4347,8580,"[116.414848,39.977146]",1.1671186077595044,22.335,0
205133,2013-10-17T18:19:29Z,4347,8580,"[116.408157,39.977058]",1.7373699172436663,19.229999999999997,0
205134,2013-10-17T18:21:18Z,4347,8580,"[116.405739,39.976986]",1.946387459277917,35.2725,0
205135,2013-10-17T18:22:13Z,4347,8580,"[116.401962,39.976944]",2.2682755304786735,21.2925,0
205136,2013-10-17T18:24:32Z,4347,8580,"[116.402412,39.970692]",2.9679876185116205,20.2675,0
205137,2013-10-17T18:26:30Z,4347,8580,"[116.398331,39.968601]",3.411106062188893,18.175,0
205138,2013-10-17T18:27:25Z,4347,8580,"[116.39315,39.968563]",3.8526754143846778,22.3375,0
205139,2013-10-17T18:28:18Z,4347,8580,"[116.389175,39.968327]",4.192459241796679,20.64,0
205140,2013-10-17T18:29:17Z,4347,8580,"[116.383514,39.968292]",4.674933848766128,17.5925,0
205141,2013-10-17T18:30:12Z,4347,8580,"[116.379219,39.968166]",5.0412438618031725,16.875,0
205142,2013-10-17T18:31:05Z,4347,8580,"[116.375305,39.968075]",5.374969018024816,26.152500000000003,0
205143,2013-10-17T18:31:58Z,4347,8580,,,26.895,0
206055,2013-10-17T06:45:00Z,4357,8633,"[116.346054,39.958324]",0.0,24.2825,0
206056,2013-10-17T06:45:33Z,4357,8633,"[116.349533,39.958107]",0.3025145821733827,16.8325,0
206057,2013-10-17T06:45:52Z,4357,8633,"[116.351883,39.958069]",0.5028708149107659,27.5825,0
206058,2013-10-17T06:46:51Z,4357,8633,"[116.355209,39.958282]",0.7900316386525849,44.27,0
206059,2013-10-17T06:47:15Z,4357,8633,"[116.35524,39.960739]",1.063267202851476,57.43,0
206060,2013-10-17T06:47:31Z,4357,8633,"[116.355171,39.962948]",1.308982338310252,52.529999999999994,0
206061,2013-10-17T06:48:03Z,4357,8633,"[116.355118,39.965698]",1.6148206101942493,45.3475,0
206062,2013-10-17T06:49:04Z,4357,8633,"[116.359421,39.967644]",2.127824384351718,61.0325,0
206063,2013-10-17T06:49:27Z,4357,8633,"[116.362144,39.967678]",2.3599271994812367,65.4775,0
206064,2013-10-17T06:50:03Z,4357,8633,"[116.36824,39.967724]",2.879491950495693,53.6625,0
206065,2013-10-17T06:50:27Z,4357,8633,"[116.372513,39.9678]",3.244000298567416,61.3975,0
206066,2013-10-17T06:50:50Z,4357,8633,"[116.377403,39.96793]",3.661044185753652,62.057500000000005,0
206067,2013-10-17T06:51:14Z,4357,8633,"[116.380844,39.969566]",4.040768928208648,60.907500000000006,0
206068,2013-10-17T06:51:32Z,4357,8633,"[116.381104,39.972157]",4.329747646439777,62.7225,0
206069,2013-10-17T06:51:50Z,4357,8633,,,58.5975,0
206146,2013-10-17T09:45:00Z,4357,8636,"[116.375816,39.950951]",0.0,29.165,0
206147,2013-10-17T09:45:49Z,4357,8636,"[116.378464,39.951317]",0.2293723493410322,29.165,0
206148,2013-10-17T09:47:26Z,4357,8636,"[116.379028,39.949123]",0.4950243790161932,35.86,0
206149,2013-10-17T09:48:13Z,4357,8636,"[116.382843,39.948681]",0.8239432927998122,48.8525,0
206150,2013-10-17T09:48:49Z,4357,8636,"[116.388641,39.948879]",1.3188388961304187,39.4275,0
206151,2013-10-17T09:49:13Z,4357,8636,"[116.392944,39.948921]",1.6857345350064838,21.6425,0
206152,2013-10-17T09:50:14Z,4357,8636,"[116.397583,39.948944]",2.0812252248281258,20.0525,0
206153,2013-10-17T09:50:37Z,4357,8636,"[116.400963,39.948967]",2.369381185953709,25.3125,0
206154,2013-10-17T09:51:25Z,4357,8636,"[116.404083,39.948948]",2.6355365990211723,23.88,0
206155,2013-10-17T09:52:13Z,4357,8636,"[116.406975,39.948975]",2.882104399145871,26.1275,0
206156,2013-10-17T09:52:50Z,4357,8636,"[116.410568,39.949036]",3.1884812324327636,23.46,0
206157,2013-10-17T09:53:21Z,4357,8636,"[116.413803,39.94907]",3.464287776979216,27.97,0
206158,2013-10-17T09:53:50Z,4357,8636,"[116.41629,39.9491]",3.676368995700946,28.6975,0
206159,2013-10-17T09:54:37Z,4357,8636,"[116.416595,39.946457]",3.972874233240261,21.42,0
206160,2013-10-17T09:55:26Z,4357,8636,,,13.05,0
206227,2013-10-17T12:15:00Z,4357,8640,"[116.436447,39.94001]",0.0,23.2275,0
206228,2013-10-17T12:15:53Z,4357,8640,"[116.4384,39.940948]",0.2472864200100798,25.9625,0
206229,2013-10-17T12:17:02Z,4357,8640,"[116.43441,39.941711]",0.6005794223725625,41.175,0
206230,2013-10-17T12:17:29Z,4357,8640,"[116.433975,39.943535]",0.8067741734329923,45.2375,0
206231,2013-10-17T12:18:03Z,4357,8640,"[116.434174,39.947041]",1.197016589732946,45.7975,0
206232,2013-10-17T12:18:29Z,4357,8640,"[116.433098,39.94973]",1.50979143147907,46.6125,0
206233,2013-10-17T12:19:02Z,4357,8640,"[116.43264,39.951614]",1.7229252817360383,25.4625,0
206234,2013-10-17T12:30:27Z,4357,8640,"[116.431458,39.949821]",2.0059623262518387,46.6125,0
206235,2013-10-17T12:30:51Z,4357,8640,"[116.427361,39.94981]",2.3552258719482206,34.7125,0
206236,2013-10-17T12:31:39Z,4357,8640,"[116.428871,39.94949]",2.670277439995618,46.8975,0
206237,2013-10-17T12:32:28Z,4357,8640,"[116.432732,39.948692]",3.02164476908039,46.6125,0
206238,2013-10-17T12:33:00Z,4357,8640,"[116.433464,39.944717]",3.479407712814389,46.49,0
206239,2013-10-17T12:33:15Z,4357,8640,"[116.433144,39.942764]",3.6982916650316064,36.4175,0
206240,2013-10-17T12:34:00Z,4357,8640,"[116.435013,39.94091]",4.065588602116327,41.175,0
206241,2013-10-17T12:34:39Z,4357,8640,,,25.9625,0
206674,2013-10-17T20:45:00Z,4357,8652,"[116.394096,39.942604]",0.0,20.74,0
206675,2013-10-17T20:45:57Z,4357,8652,"[116.393913,39.946323]",0.4139168008901961,29.3675,0
206676,2013-10-17T20:46:33Z,4357,8652,"[116.393814,39.94812]",0.6139245613393111,23.8825,0
206677,2013-10-17T20:47:45Z,4357,8652,"[116.389755,39.949047]",0.9969514805918648,48.1575,0
206678,2013-10-17T20:48:28Z,4357,8652,"[116.382835,39.948895]",1.5871176110154828,51.325,0
206679,2013-10-17T20:48:44Z,4357,8652,"[116.379478,39.948875]",1.873308307765524,43.575,0
206680,2013-10-17T20:49:09Z,4357,8652,"[116.375328,39.948818]",2.22715032565446,48.745,0
206681,2013-10-17T20:49:33Z,4357,8652,"[116.370995,39.948505]",2.598172725275389,37.315,0
206682,2013-10-17T20:50:09Z,4357,8652,"[116.365509,39.946487]",3.1177371712284785,50.7975,0
206683,2013-10-17T20:51:09Z,4357,8652,"[116.357307,39.944145]",3.864003783988645,43.84,0
206684,2013-10-17T20:51:45Z,4357,8652,"[116.3554,39.941498]",4.229088796512412,43.515,0
206685,2013-10-17T20:51:57Z,4357,8652,"[116.355507,39.939457]",4.456234912961119,48.504999999999995,0
206686,2013-10-17T20:52:09Z,4357,8652,"[116.355583,39.937546]",4.668840298254689,44.4,0
206687,2013-10-17T20:53:09Z,4357,8652,"[116.355675,39.934967]",4.955777185775992,46.3175,0
206688,2013-10-17T20:53:56Z,4357,8652,,,35.449999999999996,0
206831,2013-10-17T10:30:00Z,4363,8659,"[116.390549,39.998058]",0.0,22.152499999999996,0
206832,2013-10-17T10:30:56Z,4363,8659,"[116.388168,39.998062]",0.2028329496660645,20.8725,0
206833,2013-10-17T10:31:49Z,4363,8659,"[116.387077,39.995544]",0.4978610528547073,29.905,0
206834,2013-10-17T10:33:41Z,4363,8659,"[116.386955,39.990021]",1.1122066027141109,39.255,0
206835,2013-10-17T10:34:21Z,4363,8659,"[116.382423,39.988331]",1.5416343688834468,45.9975,0
206836,2013-10-17T10:35:18Z,4363,8659,"[116.377235,39.988152]",1.984100849800944,37.57,0
206837,2013-10-17T10:36:12Z,4363,8659,"[116.371033,39.987644]",2.5155260090723424,43.2325,0
206838,2013-10-17T10:38:04Z,4363,8659,"[116.364075,39.987499]",3.108600116688231,50.47,0
206839,2013-10-17T10:39:00Z,4363,8659,"[116.35289,39.986874]",4.064109830381944,34.072500000000005,0
206840,2013-10-17T10:39:53Z,4363,8659,"[116.340187,39.987045]",5.146595027266049,50.9225,0
206841,2013-10-17T10:40:44Z,4363,8659,"[116.328819,39.986748]",6.115732635525287,38.6675,0
206842,2013-10-17T10:41:36Z,4363,8659,"[116.31823,39.985573]",7.0273572131092585,30.48,0
206843,2013-10-17T10:42:39Z,4363,8659,"[116.307938,39.985336]",7.904669158886199,35.64,0
206844,2013-10-17T10:43:33Z,4363,8659,"[116.293648,39.982857]",9.1530702625806,62.05,0
206845,2013-10-17T10:44:28Z,4363,8659,,,40.9375,0
207175,2013-10-17T03:15:00Z,4394,8680,"[116.305412,39.893032]",0.0,30.7825,0
207176,2013-10-17T03:15:47Z,4394,8680,"[116.307198,39.893841]",0.2119259036512448,30.7825,0
207177,2013-10-17T03:16:10Z,4394,8680,"[116.304741,39.892803]",0.4548396140599138,30.7825,0
207178,2013-10-17T03:17:37Z,4394,8680,"[116.301666,39.891567]",0.7538264353518657,35.6,0
207179,2013-10-17T03:17:59Z,4394,8680,"[116.298164,39.891232]",1.0552750807079263,35.2625,0
207180,2013-10-17T03:18:21Z,4394,8680,"[116.295135,39.891468]",1.315420697307032,36.635,0
207181,2013-10-17T03:18:44Z,4394,8680,"[116.295174,39.894634]",1.6675012748651032,43.925,0
207182,2013-10-17T03:19:05Z,4394,8680,"[116.295815,39.896816]",1.9336306887371952,54.8125,0
207183,2013-10-17T03:19:50Z,4394,8680,"[116.298637,39.896862]",2.174449373276784,65.2125,0
207184,2013-10-17T03:20:12Z,4394,8680,"[116.302467,39.896816]",2.501247636921477,68.49000000000001,0
207185,2013-10-17T03:20:33Z,4394,8680,"[116.305939,39.896904]",2.797970664872418,64.9325,0
207186,2013-10-17T03:20:55Z,4394,8680,"[116.31028,39.896938]",3.16834596171125,62.97,0
207187,2013-10-17T03:21:05Z,4394,8680,"[116.312691,39.896976]",3.374081231192718,62.97,0
207188,2013-10-17T03:21:26Z,4394,8680,"[116.317421,39.897015]",3.777686504085772,62.5275,0
207189,2013-10-17T03:21:58Z,4394,8680,,,61.11000000000001,0
207202,2013-10-17T05:30:00Z,4394,8682,"[116.350426,39.897964]",0.0,50.905,0
207203,2013-10-17T05:30:18Z,4394,8682,"[116.353821,39.898285]",0.2924108724537284,58.7475,0
207204,2013-10-17T05:30:41Z,4394,8682,"[116.356735,39.899792]",0.6096827265985929,57.7625,0
207205,2013-10-17T05:31:24Z,4394,8682,"[116.35659,39.906254]",1.3291444163322643,47.265,0
207206,2013-10-17T05:31:36Z,4394,8682,"[116.356529,39.908081]",1.532376701105845,64.025,0
207207,2013-10-17T05:31:45Z,4394,8682,"[116.356567,39.909946]",1.7397933599622395,62.55500000000001,0
207208,2013-10-17T05:32:08Z,4394,8682,"[116.35672,39.913845]",2.173565476855073,65.41,0
207209,2013-10-17T05:32:19Z,4394,8682,"[116.356628,39.91576]",2.3866614177713577,74.73,0
207210,2013-10-17T05:32:30Z,4394,8682,"[116.356544,39.917736]",2.6065129089948176,61.3,0
207211,2013-10-17T05:32:41Z,4394,8682,"[116.356461,39.919598]",2.8136916026823475,68.55749999999999,0
207212,2013-10-17T05:32:52Z,4394,8682,"[116.356346,39.921459]",3.0208704023083013,68.55749999999999,0
207213,2013-10-17T05:33:03Z,4394,8682,"[116.356247,39.923382]",3.2348780448755936,63.60249999999999,0
