id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst,timd,eta,formatted_eta
199270,8315,2013-10-17T14:30:00Z,4136,0,"[116.458755, 39.941349]","[116.417549, 39.940998]",47.9625,16.65,0.0,0 days 00:05:31.040897,2013-10-17 14:35:31.040897+00:00,2013-10-17 14:35:31
199342,8321,2013-10-17T07:30:00Z,4269,0,"[116.432121, 39.958416]","[116.47187, 39.90897]",26.765,37.7375,0.0,0 days 00:13:47.985649,2013-10-17 07:43:47.985649+00:00,2013-10-17 07:43:47
199371,8322,2013-10-17T08:00:00Z,4269,0,"[116.46228, 39.910511]","[116.477364, 39.933704]",43.675,18.86,0.0,0 days 00:07:01.776667,2013-10-17 08:07:01.776667+00:00,2013-10-17 08:07:01
199432,8325,2013-10-17T09:00:00Z,4269,0,"[116.332748, 39.992363]","[116.37822, 39.990414]",17.68,37.5525,0.0,0 days 00:10:37.673722,2013-10-17 09:10:37.673722+00:00,2013-10-17 09:10:37
199451,8326,2013-10-17T09:15:00Z,4269,0,"[116.380981, 39.994064]","[116.379974, 39.981522]",17.265,43.7725,0.0,0 days 00:09:11.129036,2013-10-17 09:24:11.129036+00:00,2013-10-17 09:24:11
199474,8328,2013-10-17T09:45:00Z,4269,0,"[116.38047, 40.000469]","[116.424744, 39.950329]",18.5625,34.415,0.0,0 days 00:12:53.022308,2013-10-17 09:57:53.022308+00:00,2013-10-17 09:57:53
199508,8329,2013-10-17T10:30:00Z,4269,0,"[116.408318, 39.953068]","[116.448303, 39.951984]",50.42,66.44,0.0,0 days 00:04:26.468010,2013-10-17 10:34:26.468010+00:00,2013-10-17 10:34:26
199754,8333,2013-10-17T15:15:00Z,4269,0,"[116.359665, 39.913063]","[116.356194, 39.931767]",16.2575,27.91,0.0,0 days 00:10:29.542064,2013-10-17 15:25:29.542064+00:00,2013-10-17 15:25:29
199813,8335,2013-10-17T17:00:00Z,4269,0,"[116.315147, 39.997566]","[116.337303, 39.998219]",35.5775,20.91,0.0,0 days 00:06:24.311543,2013-10-17 17:06:24.311543+00:00,2013-10-17 17:06:24
199893,8338,2013-10-17T12:30:00Z,4270,0,"[116.473457, 40.005283]","[116.323547, 39.955414]",22.015,27.125,0.0,0 days 00:20:10.926819,2013-10-17 12:50:10.926819+00:00,2013-10-17 12:50:10
200281,8347,2013-10-17T22:15:00Z,4270,0,"[116.490303, 39.9333]","[116.421875, 39.991852]",38.19,13.1375,0.0,0 days 00:14:58.554440,2013-10-17 22:29:58.554440+00:00,2013-10-17 22:29:58
200460,8356,2013-10-17T14:30:00Z,4271,0,"[116.429565, 40.001339]","[116.469521, 39.914619]",21.425,14.432499999999996,0.0,0 days 00:32:31.631699,2013-10-17 15:02:31.631699+00:00,2013-10-17 15:02:31
200512,8357,2013-10-17T15:15:00Z,4271,0,"[116.493507, 39.915352]","[116.431969, 39.935474]",25.815,23.875,0.0,0 days 00:19:35.872078,2013-10-17 15:34:35.872078+00:00,2013-10-17 15:34:35
200633,8363,2013-10-17T19:45:00Z,4271,0,"[116.300285, 40.02494]","[116.276527, 40.020947]",25.2575,33.895,0.0,0 days 00:06:46.273785,2013-10-17 19:51:46.273785+00:00,2013-10-17 19:51:46
200690,8367,2013-10-17T22:30:00Z,4271,0,"[116.527504, 39.886208]","[116.518684, 39.947773]",26.28,36.0475,0.0,0 days 00:27:31.212158,2013-10-17 22:57:31.212158+00:00,2013-10-17 22:57:31
200990,8385,2013-10-17T09:30:00Z,4273,0,"[116.441154, 39.908558]","[116.426697, 39.915264]",30.45,23.97,0.0,0 days 00:07:59.802389,2013-10-17 09:37:59.802389+00:00,2013-10-17 09:37:59
201045,8389,2013-10-17T11:15:00Z,4273,0,"[116.378395, 39.988174]","[116.366425, 40.006794]",44.03,31.047500000000003,0.0,0 days 00:01:55.720754,2013-10-17 11:16:55.720754+00:00,2013-10-17 11:16:55
201072,8392,2013-10-17T13:15:00Z,4273,0,"[116.338394, 39.986584]","[116.320831, 39.967766]",65.19749999999999,24.705,0.0,0 days 00:04:48.277817,2013-10-17 13:19:48.277817+00:00,2013-10-17 13:19:48
201106,8397,2013-10-17T14:15:00Z,4273,0,"[116.316078, 39.987331]","[116.288574, 39.967178]",24.28,53.5825,0.0,0 days 00:11:07.612667,2013-10-17 14:26:07.612667+00:00,2013-10-17 14:26:07
201139,8399,2013-10-17T14:45:00Z,4273,0,"[116.305664, 39.896942]","[116.319809, 39.896687]",49.30499999999999,25.315,0.0,0 days 00:06:21.259003,2013-10-17 14:51:21.259003+00:00,2013-10-17 14:51:21
201308,8415,2013-10-17T07:45:00Z,4274,0,"[116.386871, 39.848858]","[116.404724, 39.865238]",34.46,15.0875,0.0,0 days 00:08:20.145721,2013-10-17 07:53:20.145721+00:00,2013-10-17 07:53:20
201388,8417,2013-10-17T09:15:00Z,4274,0,"[116.356667, 39.918755]","[116.406227, 39.924873]",13.7,20.4175,0.0,0 days 00:11:57.700768,2013-10-17 09:26:57.700768+00:00,2013-10-17 09:26:57
201668,8427,2013-10-17T17:00:00Z,4274,0,"[116.374146, 39.868675]","[116.198158, 39.924889]",17.8825,38.2525,0.0,0 days 00:25:57.568245,2013-10-17 17:25:57.568245+00:00,2013-10-17 17:25:57
201759,8428,2013-10-17T19:30:00Z,4274,0,"[116.277672, 39.924046]","[116.382927, 39.906178]",48.1925,17.715,0.0,0 days 00:09:35.108299,2013-10-17 19:39:35.108299+00:00,2013-10-17 19:39:35
201837,8429,2013-10-17T20:45:00Z,4274,0,"[116.401611, 39.923462]","[116.394569, 39.967773]",27.685,49.0825,0.0,0 days 00:06:52.094650,2013-10-17 20:51:52.094650+00:00,2013-10-17 20:51:52
201937,8433,2013-10-17T22:30:00Z,4274,0,"[116.350594, 39.889999]","[116.417885, 40.025269]",49.165,46.66,0.0,0 days 00:00:00,2013-10-17 22:30:00+00:00,2013-10-17 22:30:00
202038,8436,2013-10-17T05:15:00Z,4275,0,"[116.461746, 39.894161]","[116.534775, 40.021824]",47.5025,93.0575,0.0,0 days 00:23:08.039932,2013-10-17 05:38:08.039932+00:00,2013-10-17 05:38:08
202053,8438,2013-10-17T19:00:00Z,4275,0,"[116.460991, 39.894707]","[116.446854, 39.887634]",15.46,49.1975,0.0,0 days 00:09:17.135582,2013-10-17 19:09:17.135582+00:00,2013-10-17 19:09:17
202487,8448,2013-10-17T07:15:00Z,4276,0,"[116.508575, 39.873253]","[116.360802, 39.910141]",21.3625,27.0625,0.0,0 days 00:23:37.871246,2013-10-17 07:38:37.871246+00:00,2013-10-17 07:38:37
202829,8461,2013-10-17T06:45:00Z,4277,0,"[116.377914, 40.022717]","[116.429512, 40.022011]",76.70250000000001,75.10249999999999,0.0,0 days 00:09:06.832809,2013-10-17 06:54:06.832809+00:00,2013-10-17 06:54:06
202860,8467,2013-10-17T20:45:00Z,4277,0,"[116.45298, 39.982521]","[116.365067, 39.996346]",62.61,24.815,0.0,0 days 00:07:07.599621,2013-10-17 20:52:07.599621+00:00,2013-10-17 20:52:07
202948,8472,2013-10-17T00:45:00Z,4278,0,"[116.470375, 39.908524]","[116.461876, 39.947941]",61.6375,63.235,0.0,0 days 00:05:34.773445,2013-10-17 00:50:34.773445+00:00,2013-10-17 00:50:34
203028,8475,2013-10-17T05:00:00Z,4278,0,"[116.515144, 39.976074]","[116.461212, 39.896801]",29.1525,58.3875,0.0,0 days 00:13:02.472610,2013-10-17 05:13:02.472610+00:00,2013-10-17 05:13:02
203480,8490,2013-10-17T23:45:00Z,4278,0,"[116.468117, 39.951221]","[116.506065, 39.895226]",16.425,15.695,0.0,0 days 00:14:26.771851,2013-10-17 23:59:26.771851+00:00,2013-10-17 23:59:26
203507,8491,2013-10-17T07:45:00Z,4279,0,"[116.221581, 39.875546]","[116.232719, 39.889378]",27.8375,19.51,0.0,0 days 00:21:51.127281,2013-10-17 08:06:51.127281+00:00,2013-10-17 08:06:51
203687,8502,2013-10-17T17:45:00Z,4279,0,"[116.340538, 39.948174]","[116.326759, 39.967358]",30.567500000000003,37.555,0.0,0 days 00:26:39.100456,2013-10-17 18:11:39.100456+00:00,2013-10-17 18:11:39
203889,8512,2013-10-17T10:45:00Z,4280,0,"[116.370567, 39.833786]","[116.337303, 39.826855]",26.825,21.4925,0.0,0 days 00:12:25.776329,2013-10-17 10:57:25.776329+00:00,2013-10-17 10:57:25
203974,8519,2013-10-17T14:15:00Z,4280,0,"[116.353088, 39.894279]","[116.358902, 39.884209]",19.375,20.41,0.0,0 days 00:17:37.574501,2013-10-17 14:32:37.574501+00:00,2013-10-17 14:32:37
204127,8529,2013-10-17T16:30:00Z,4289,0,"[116.547447, 39.941444]","[116.438652, 39.898571]",52.985,29.01,0.0,0 days 00:06:25.042477,2013-10-17 16:36:25.042477+00:00,2013-10-17 16:36:25
204262,8533,2013-10-17T08:00:00Z,4325,0,"[116.48101, 40.021549]","[116.456238, 39.956791]",50.8975,39.0425,0.0,0 days 00:06:05.676842,2013-10-17 08:06:05.676842+00:00,2013-10-17 08:06:05
204356,8535,2013-10-17T09:45:00Z,4325,0,"[116.32708, 39.990421]","[116.334091, 39.966984]",27.4175,29.865,0.0,0 days 00:06:58.886318,2013-10-17 09:51:58.886318+00:00,2013-10-17 09:51:58
204582,8547,2013-10-17T17:30:00Z,4325,0,"[116.334572, 39.967529]","[116.389465, 39.987892]",28.7125,41.07,0.0,0 days 00:07:43.885231,2013-10-17 17:37:43.885231+00:00,2013-10-17 17:37:43
204602,8548,2013-10-17T18:00:00Z,4325,0,"[116.400703, 39.999744]","[116.407394, 40.00563]",22.96,18.935,0.0,0 days 00:08:20.800209,2013-10-17 18:08:20.800209+00:00,2013-10-17 18:08:20
204610,8549,2013-10-17T18:15:00Z,4325,0,"[116.404678, 40.005367]","[116.409073, 40.023808]",20.8475,22.535,0.0,0 days 00:00:50.463102,2013-10-17 18:15:50.463102+00:00,2013-10-17 18:15:50
204668,8553,2013-10-17T21:00:00Z,4325,0,"[116.390732, 39.997875]","[116.462898, 40.002174]",25.2325,21.795,0.0,0 days 00:17:33.477173,2013-10-17 21:17:33.477173+00:00,2013-10-17 21:17:33
204703,8555,2013-10-17T21:45:00Z,4325,0,"[116.406227, 40.009525]","[116.424164, 39.998909]",24.66,21.7775,0.0,0 days 00:08:24.788303,2013-10-17 21:53:24.788303+00:00,2013-10-17 21:53:24
204720,8556,2013-10-17T22:00:00Z,4325,0,"[116.412743, 39.998924]","[116.274368, 39.914936]",16.2375,55.45,0.0,0 days 00:33:39.244995,2013-10-17 22:33:39.244995+00:00,2013-10-17 22:33:39
204794,8560,2013-10-17T23:30:00Z,4325,0,"[116.323952, 39.953251]","[116.266975, 40.020302]",44.0425,43.3625,0.0,0 days 00:11:55.469227,2013-10-17 23:41:55.469227+00:00,2013-10-17 23:41:55
204868,8566,2013-10-17T08:00:00Z,4347,0,"[116.292557, 39.936916]","[116.294853, 39.900841]",15.3025,23.46,0.0,0 days 00:07:32.367210,2013-10-17 08:07:32.367210+00:00,2013-10-17 08:07:32
204877,8567,2013-10-17T08:15:00Z,4347,0,"[116.302216, 39.901672]","[116.319939, 39.923542]",23.5075,5.75,0.0,0 days 00:03:40.331225,2013-10-17 08:18:40.331225+00:00,2013-10-17 08:18:40
204930,8571,2013-10-17T09:45:00Z,4347,0,"[116.455711, 39.89296]","[116.451569, 39.876301]",22.6075,27.235,0.0,0 days 00:10:03.647347,2013-10-17 09:55:03.647347+00:00,2013-10-17 09:55:03
205054,8577,2013-10-17T15:30:00Z,4347,0,"[116.347198, 39.937153]","[116.376617, 39.997231]",22.305,29.8025,0.0,0 days 00:13:34.387207,2013-10-17 15:43:34.387207+00:00,2013-10-17 15:43:34
205069,8578,2013-10-17T16:15:00Z,4347,0,"[116.370399, 39.982029]","[116.408722, 40.021935]",13.62,49.31999999999999,0.0,0 days 01:41:33.447876,2013-10-17 17:56:33.447876+00:00,2013-10-17 17:56:33
205129,8580,2013-10-17T18:15:00Z,4347,0,"[116.428543, 39.977219]","[116.346008, 39.976398]",33.775,16.185,0.0,0 days 00:24:49.213028,2013-10-17 18:39:49.213028+00:00,2013-10-17 18:39:49
205341,8592,2013-10-17T13:15:00Z,4348,0,"[116.321297, 39.907246]","[116.28688, 39.908493]",23.915,36.3475,0.0,0 days 00:03:44.137430,2013-10-17 13:18:44.137430+00:00,2013-10-17 13:18:44
205380,8595,2013-10-17T14:00:00Z,4348,0,"[116.308578, 39.863266]","[116.311737, 39.876713]",22.1575,51.01,0.0,0 days 00:03:01.477919,2013-10-17 14:03:01.477919+00:00,2013-10-17 14:03:01
205396,8597,2013-10-17T14:30:00Z,4348,0,"[116.306496, 39.907223]","[116.301872, 39.884624]",42.04,16.3925,0.0,0 days 00:09:46.419983,2013-10-17 14:39:46.419983+00:00,2013-10-17 14:39:46
205466,8601,2013-10-17T19:00:00Z,4348,0,"[116.462845, 39.893238]","[116.502464, 39.892971]",16.14,11.1375,0.0,0 days 00:00:00,2013-10-17 19:00:00+00:00,2013-10-17 19:00:00
205515,8605,2013-10-17T20:00:00Z,4348,0,"[116.419373, 39.92448]","[116.417587, 39.915554]",15.5575,18.2375,0.0,0 days 00:04:40.062389,2013-10-17 20:04:40.062389+00:00,2013-10-17 20:04:40
206055,8633,2013-10-17T06:45:00Z,4357,0,"[116.346054, 39.958324]","[116.375496, 39.957874]",24.2825,28.2575,0.0,0 days 00:09:32.915497,2013-10-17 06:54:32.915497+00:00,2013-10-17 06:54:32
206146,8636,2013-10-17T09:45:00Z,4357,0,"[116.375816, 39.950951]","[116.434708, 39.924149]",29.165,32.83,0.0,0 days 00:10:41.654091,2013-10-17 09:55:41.654091+00:00,2013-10-17 09:55:41
206227,8640,2013-10-17T12:15:00Z,4357,0,"[116.436447, 39.94001]","[116.461517, 39.937244]",23.2275,41.2125,0.0,0 days 00:09:22.607117,2013-10-17 12:24:22.607117+00:00,2013-10-17 12:24:22
206480,8646,2013-10-17T16:30:00Z,4357,0,"[116.363197, 39.981724]","[116.365509, 39.973953]",23.7325,15.0925,0.0,0 days 00:10:58.243103,2013-10-17 16:40:58.243103+00:00,2013-10-17 16:40:58
206674,8652,2013-10-17T20:45:00Z,4357,0,"[116.394096, 39.942604]","[116.25177, 39.838856]",20.74,12.6175,0.0,0 days 00:29:33.999939,2013-10-17 21:14:33.999939+00:00,2013-10-17 21:14:33
206799,8656,2013-10-17T23:45:00Z,4357,0,"[116.364708, 39.923889]","[116.301826, 39.928055]",26.06,25.3625,0.0,0 days 00:13:49.161701,2013-10-17 23:58:49.161701+00:00,2013-10-17 23:58:49
206831,8659,2013-10-17T10:30:00Z,4363,0,"[116.390549, 39.998058]","[116.283257, 39.903225]",22.1525,36.9525,0.0,0 days 00:33:19.642639,2013-10-17 11:03:19.642639+00:00,2013-10-17 11:03:19
206895,8662,2013-10-17T11:45:00Z,4363,0,"[116.470482, 39.904758]","[116.492218, 39.934086]",65.7375,21.5425,0.0,0 days 00:05:55.731268,2013-10-17 11:50:55.731268+00:00,2013-10-17 11:50:55
206942,8666,2013-10-17T15:45:00Z,4363,0,"[116.315971, 39.992447]","[116.314606, 40.020119]",22.0625,28.9925,0.0,0 days 00:00:00,2013-10-17 15:45:00+00:00,2013-10-17 15:45:00
207175,8680,2013-10-17T03:15:00Z,4394,0,"[116.305412, 39.893032]","[116.342461, 39.896767]",30.7825,60.1375,0.0,0 days 00:16:51.815987,2013-10-17 03:31:51.815987+00:00,2013-10-17 03:31:51
207202,8682,2013-10-17T05:30:00Z,4394,0,"[116.350426, 39.897964]","[116.544312, 40.025249]",50.905,90.81,0.0,0 days 00:25:39.727478,2013-10-17 05:55:39.727478+00:00,2013-10-17 05:55:39
207490,8690,2013-10-17T11:45:00Z,4394,0,"[116.468582, 39.951218]","[116.540756, 40.023865]",18.005000000000003,72.41,0.0,0 days 00:14:09.420090,2013-10-17 11:59:09.420090+00:00,2013-10-17 11:59:09
207516,8691,2013-10-17T15:00:00Z,4394,0,"[116.54406, 40.025223]","[116.379807, 39.86805]",43.555,19.37,0.0,0 days 00:34:37.808304,2013-10-17 15:34:37.808304+00:00,2013-10-17 15:34:37
207865,8702,2013-10-17T22:15:00Z,4394,0,"[116.380226, 40.002052]","[116.348991, 40.015224]",24.5925,35.9075,0.0,0 days 00:00:00,2013-10-17 22:15:00+00:00,2013-10-17 22:15:00
207910,8705,2013-10-17T23:30:00Z,4394,0,"[116.408035, 39.983128]","[116.388199, 39.972351]",22.4375,24.4025,0.0,0 days 00:12:03.658504,2013-10-17 23:42:03.658504+00:00,2013-10-17 23:42:03
207921,8706,2013-10-17T07:45:00Z,4395,0,"[116.287743, 40.001842]","[116.304245, 39.9715]",18.845,50.91,0.0,0 days 00:00:00,2013-10-17 07:45:00+00:00,2013-10-17 07:45:00
207931,8707,2013-10-17T08:00:00Z,4395,0,"[116.307549, 39.964268]","[116.434357, 39.955036]",22.3025,9.5,0.0,0 days 00:21:23.322601,2013-10-17 08:21:23.322601+00:00,2013-10-17 08:21:23
208001,8711,2013-10-17T10:00:00Z,4395,0,"[116.461418, 39.90963]","[116.540665, 40.023907]",28.405,76.46,0.0,0 days 00:20:31.724053,2013-10-17 10:20:31.724053+00:00,2013-10-17 10:20:31
208029,8712,2013-10-17T13:15:00Z,4395,0,"[116.543503, 40.025085]","[116.363495, 39.883842]",78.52000000000001,25.0775,0.0,0 days 00:16:55.663605,2013-10-17 13:31:55.663605+00:00,2013-10-17 13:31:55
208125,8716,2013-10-17T15:45:00Z,4395,0,"[116.331741, 39.895298]","[116.291702, 39.910118]",43.145,20.53,0.0,0 days 00:17:30.811844,2013-10-17 16:02:30.811844+00:00,2013-10-17 16:02:30
208140,8717,2013-10-17T16:15:00Z,4395,0,"[116.295189, 39.908001]","[116.304039, 39.91555]",17.005,14.01,0.0,0 days 00:18:10.491257,2013-10-17 16:33:10.491257+00:00,2013-10-17 16:33:10
208614,8734,2013-10-17T20:15:00Z,4396,0,"[116.504692, 39.907856]","[116.501549, 39.915913]",41.35,37.615,0.0,0 days 00:06:00.603790,2013-10-17 20:21:00.603790+00:00,2013-10-17 20:21:00
209205,8752,2013-10-17T23:30:00Z,4397,0,"[116.544106, 40.025208]","[116.325195, 40.023994]",69.9875,67.125,0.0,0 days 00:23:37.629776,2013-10-17 23:53:37.629776+00:00,2013-10-17 23:53:37
209341,8754,2013-10-17T06:45:00Z,4398,0,"[116.329857, 39.89687]","[116.325874, 39.897503]",62.5925,42.8875,0.0,0 days 00:05:38.329697,2013-10-17 06:50:38.329697+00:00,2013-10-17 06:50:38
209396,8755,2013-10-17T07:30:00Z,4398,0,"[116.329063, 39.899826]","[116.384232, 39.897736]",14.9475,24.2075,0.0,0 days 00:22:40.290985,2013-10-17 07:52:40.290985+00:00,2013-10-17 07:52:40
209678,8767,2013-10-17T10:15:00Z,4399,0,"[116.294182, 39.865837]","[116.253021, 39.884724]",32.885,29.735000000000003,0.0,0 days 00:17:02.930603,2013-10-17 10:32:02.930603+00:00,2013-10-17 10:32:02
209715,8770,2013-10-17T11:45:00Z,4399,0,"[116.30088, 39.923763]","[116.448051, 39.917744]",18.472500000000004,11.38,0.0,0 days 00:19:10.515518,2013-10-17 12:04:10.515518+00:00,2013-10-17 12:04:10
210040,8782,2013-10-17T20:45:00Z,4399,0,"[116.470299, 39.884403]","[116.477425, 39.882015]",30.1425,33.667500000000004,0.0,0 days 00:10:40.972652,2013-10-17 20:55:40.972652+00:00,2013-10-17 20:55:40
210050,8783,2013-10-17T21:15:00Z,4399,0,"[116.461235, 39.88448]","[116.445183, 39.887383]",35.78,58.55,0.0,0 days 00:10:45.283528,2013-10-17 21:25:45.283528+00:00,2013-10-17 21:25:45
210122,8787,2013-10-17T00:00:00Z,4400,0,"[116.495865, 39.784573]","[116.513405, 39.764763]",52.9175,34.015,0.0,0 days 00:00:00,2013-10-17 00:00:00+00:00,2013-10-17 00:00:00
210276,8792,2013-10-17T10:00:00Z,4400,0,"[116.329391, 39.889744]","[116.456223, 39.908234]",42.2775,25.1025,0.0,0 days 00:27:32.659378,2013-10-17 10:27:32.659378+00:00,2013-10-17 10:27:32
210343,8795,2013-10-17T12:15:00Z,4400,0,"[116.508362, 39.829098]","[116.457626, 39.908836]",23.1125,26.5275,0.0,0 days 00:21:20.111618,2013-10-17 12:36:20.111618+00:00,2013-10-17 12:36:20
210451,8800,2013-10-17T15:00:00Z,4400,0,"[116.487213, 39.819332]","[116.502731, 39.809902]",55.8925,24.875,0.0,0 days 00:19:44.726029,2013-10-17 15:19:44.726029+00:00,2013-10-17 15:19:44
210687,8808,2013-10-17T23:30:00Z,4400,0,"[116.513275, 39.793919]","[116.451965, 39.893829]",29.62,26.74,0.0,0 days 00:21:14.497147,2013-10-17 23:51:14.497147+00:00,2013-10-17 23:51:14
210730,8811,2013-10-17T09:45:00Z,4401,0,"[116.356453, 39.912472]","[116.344765, 39.818027]",23.435,57.4,0.0,0 days 00:17:41.741066,2013-10-17 10:02:41.741066+00:00,2013-10-17 10:02:41
210858,8820,2013-10-17T16:45:00Z,4401,0,"[116.316666, 39.907066]","[116.351669, 39.907326]",27.765,25.465000000000003,0.0,0 days 00:07:14.907818,2013-10-17 16:52:14.907818+00:00,2013-10-17 16:52:14
211185,8837,2013-10-17T10:15:00Z,4417,0,"[116.356026, 39.928474]","[116.355652, 39.952297]",35.61,37.185,0.0,0 days 00:11:30.523567,2013-10-17 10:26:30.523567+00:00,2013-10-17 10:26:30
211195,8838,2013-10-17T10:45:00Z,4417,0,"[116.354462, 39.969917]","[116.321877, 39.985966]",56.4275,52.28999999999999,0.0,0 days 00:15:18.869248,2013-10-17 11:00:18.869248+00:00,2013-10-17 11:00:18
211253,8841,2013-10-17T13:15:00Z,4417,0,"[116.355919, 39.932949]","[116.381401, 39.977589]",26.555,52.625,0.0,0 days 00:11:28.642616,2013-10-17 13:26:28.642616+00:00,2013-10-17 13:26:28
211562,8853,2013-10-17T21:00:00Z,4417,0,"[116.356529, 39.906502]","[116.355721, 39.936111]",24.4,40.755,0.0,0 days 00:19:16.686401,2013-10-17 21:19:16.686401+00:00,2013-10-17 21:19:16
211871,8859,2013-10-17T10:15:00Z,4423,0,"[116.368301, 39.899643]","[116.3545, 39.913994]",12.69,22.3425,0.0,0 days 00:17:52.665482,2013-10-17 10:32:52.665482+00:00,2013-10-17 10:32:52
212773,8884,2013-10-17T10:30:00Z,4425,0,"[116.351486, 40.023048]","[116.406487, 40.022224]",31.705,48.9,0.0,0 days 00:22:24.497108,2013-10-17 10:52:24.497108+00:00,2013-10-17 10:52:24
212911,8894,2013-10-17T00:45:00Z,4427,0,"[116.293991, 39.858227]","[116.28331, 39.894283]",22.9575,38.2725,0.0,0 days 00:05:59.230585,2013-10-17 00:50:59.230585+00:00,2013-10-17 00:50:59
213227,8905,2013-10-17T15:00:00Z,4427,0,"[116.335205, 39.897457]","[116.346199, 39.843601]",59.80500000000001,33.27,0.0,0 days 00:06:31.163149,2013-10-17 15:06:31.163149+00:00,2013-10-17 15:06:31
213284,8906,2013-10-17T16:00:00Z,4427,0,"[116.387695, 39.876328]","[116.41452, 39.8494]",42.695,47.4575,0.0,0 days 00:11:39.167862,2013-10-17 16:11:39.167862+00:00,2013-10-17 16:11:39
213452,8912,2013-10-17T19:30:00Z,4427,0,"[116.353043, 39.881985]","[116.465202, 39.858963]",12.6725,12.665,0.0,0 days 00:40:18.709946,2013-10-17 20:10:18.709946+00:00,2013-10-17 20:10:18
213736,8920,2013-10-17T07:45:00Z,4904,0,"[116.287132, 39.865929]","[116.270996, 39.865269]",39.5925,50.45,0.0,0 days 00:03:30.627165,2013-10-17 07:48:30.627165+00:00,2013-10-17 07:48:30
213745,8921,2013-10-17T08:15:00Z,4904,0,"[116.317596, 39.87957]","[116.283257, 39.848118]",24.0425,43.915000000000006,0.0,0 days 00:09:25.529995,2013-10-17 08:24:25.529995+00:00,2013-10-17 08:24:25
213781,8924,2013-10-17T09:00:00Z,4904,0,"[116.293976, 39.85294]","[116.440575, 39.858898]",20.6875,46.1525,0.0,0 days 00:17:24.304276,2013-10-17 09:17:24.304276+00:00,2013-10-17 09:17:24
213884,8927,2013-10-17T10:45:00Z,4904,0,"[116.417953, 39.911579]","[116.294434, 39.857521]",10.375,17.6625,0.0,0 days 00:34:53.141098,2013-10-17 11:19:53.141098+00:00,2013-10-17 11:19:53
214064,8933,2013-10-17T14:30:00Z,4904,0,"[116.48999, 39.882938]","[116.367607, 39.947277]",36.8525,35.57,0.0,0 days 00:21:01.147843,2013-10-17 14:51:01.147843+00:00,2013-10-17 14:51:01
214389,8942,2013-10-17T20:45:00Z,4904,0,"[116.436012, 39.963726]","[116.326782, 39.880363]",20.29,18.7875,0.0,0 days 00:28:20.214386,2013-10-17 21:13:20.214386+00:00,2013-10-17 21:13:20
214508,8946,2013-10-17T07:15:00Z,4953,0,"[116.307793, 39.878803]","[116.274902, 39.907459]",35.3825,32.035,0.0,0 days 00:13:58.526058,2013-10-17 07:28:58.526058+00:00,2013-10-17 07:28:58
214899,8964,2013-10-17T15:45:00Z,4953,0,"[116.42691, 39.91201]","[116.399544, 39.902763]",26.18,19.4125,0.0,0 days 00:09:35.885811,2013-10-17 15:54:35.885811+00:00,2013-10-17 15:54:35
215359,8984,2013-10-17T04:00:00Z,4955,0,"[116.335892, 39.932484]","[116.379089, 39.982029]",44.6875,62.22500000000001,0.0,0 days 00:21:09.129982,2013-10-17 04:21:09.129982+00:00,2013-10-17 04:21:09
215473,8987,2013-10-17T05:30:00Z,4955,0,"[116.331383, 39.897232]","[116.323456, 39.896896]",66.915,50.77,0.0,0 days 00:09:40.369720,2013-10-17 05:39:40.369720+00:00,2013-10-17 05:39:40
215678,8996,2013-10-17T11:00:00Z,4955,0,"[116.212425, 39.907467]","[116.203812, 39.927757]",24.7125,17.0825,0.0,0 days 00:09:23.396931,2013-10-17 11:09:23.396931+00:00,2013-10-17 11:09:23
215825,9005,2013-10-18T21:45:00Z,254,0,"[116.274498, 39.913116]","[116.237457, 39.897167]",49.48,34.035,0.0,0 days 00:11:42.797299,2013-10-18 21:56:42.797299+00:00,2013-10-18 21:56:42
215846,9007,2013-10-18T22:30:00Z,254,0,"[116.324646, 39.896889]","[116.436623, 39.962639]",50.1675,16.015,0.0,0 days 00:24:19.127655,2013-10-18 22:54:19.127655+00:00,2013-10-18 22:54:19
215894,9011,2013-10-18T16:00:00Z,255,0,"[116.343033, 39.762241]","[116.402, 39.96843]",25.18,31.89,0.0,0 days 00:33:32.628021,2013-10-18 16:33:32.628021+00:00,2013-10-18 16:33:32
215942,9013,2013-10-18T17:15:00Z,255,0,"[116.4039, 39.967369]","[116.310104, 39.941132]",30.075,23.5125,0.0,0 days 00:21:10.864563,2013-10-18 17:36:10.864563+00:00,2013-10-18 17:36:10
216015,9017,2013-10-18T20:45:00Z,255,0,"[116.430077, 39.858707]","[116.321266, 39.84816]",50.675,10.6175,0.0,0 days 00:14:36.083050,2013-10-18 20:59:36.083050+00:00,2013-10-18 20:59:36
216028,9018,2013-10-18T21:15:00Z,255,0,"[116.338417, 39.848667]","[116.370621, 39.878502]",53.295,18.880000000000003,0.0,0 days 00:08:21.258431,2013-10-18 21:23:21.258431+00:00,2013-10-18 21:23:21
216156,9028,2013-10-18T10:45:00Z,256,0,"[116.331932, 39.938602]","[116.357788, 39.907124]",50.875,25.125,0.0,0 days 00:10:05.923233,2013-10-18 10:55:05.923233+00:00,2013-10-18 10:55:05
216202,9031,2013-10-18T12:30:00Z,256,0,"[116.383652, 39.968582]","[116.482323, 39.982857]",41.1625,59.1675,0.0,0 days 00:27:10.001678,2013-10-18 12:57:10.001678+00:00,2013-10-18 12:57:10
